,ACCESSION,TAXON_ID,LINEAGE,TITLE,LEAFNAME,CladeLabel
261,XM_029148402.3,158456,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Anabantaria', 'Anabantiformes', 'Anabantoidei', 'Osphronemidae', 'Macropodinae', 'Betta', 'Betta splendens']","PREDICTED: Betta splendens BCL6A transcription repressor a (bcl6aa), transcript variant X1, mRNA",XM_029148402_3_PREDICTED_Betta_splendens_BCL6A_transcription_repressor_a_bcl6aa_transcript_variant_X1_mRNA,Euteleostomi
262,XM_029214429.1,40151,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Odontoceti', 'Monodontidae', 'Monodon', 'Monodon monoceros']","PREDICTED: Monodon monoceros BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_029214429_1_PREDICTED_Monodon_monoceros_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
263,XM_029429357.1,56716,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Perciformes', 'Notothenioidei', 'Bovichtidae', 'Cottoperca', 'Cottoperca gobio']","PREDICTED: Cottoperca gobio B-cell lymphoma 6 protein-like (LOC115006819), transcript variant X4, mRNA",XM_029429357_1_PREDICTED_Cottoperca_gobio_B_cell_lymphoma_6_protein_like_LOC115006819_transcript_variant_X4_mRNA,Euteleostomi
264,XM_029500813.1,173247,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Carangaria', 'Carangiformes', 'Echeneidae', 'Echeneis', 'Echeneis naucrates']","PREDICTED: Echeneis naucrates BCL6 transcription repressor (bcl6), transcript variant X1, mRNA",XM_029500813_1_PREDICTED_Echeneis_naucrates_BCL6_transcription_repressor_bcl6_transcript_variant_X1_mRNA,Euteleostomi
265,XM_029615870.1,194408,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amphibia', 'Gymnophiona', 'Rhinatrematidae', 'Rhinatrema', 'Rhinatrema bivittatum']","PREDICTED: Rhinatrema bivittatum BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_029615870_1_PREDICTED_Rhinatrema_bivittatum_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
266,XM_029653911.1,8023,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Protacanthopterygii', 'Salmoniformes', 'Salmonidae', 'Salmoninae', 'Oncorhynchus', 'Oncorhynchus nerka']","PREDICTED: Oncorhynchus nerka BCL6 transcription repressor (bcl6), transcript variant X1, mRNA",XM_029653911_1_PREDICTED_Oncorhynchus_nerka_BCL6_transcription_repressor_bcl6_transcript_variant_X1_mRNA,Euteleostomi
267,XM_029695388.1,8032,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Protacanthopterygii', 'Salmoniformes', 'Salmonidae', 'Salmoninae', 'Salmo', 'Salmo trutta']","PREDICTED: Salmo trutta BCL6 transcription repressor (bcl6), transcript variant X1, mRNA",XM_029695388_1_PREDICTED_Salmo_trutta_BCL6_transcription_repressor_bcl6_transcript_variant_X1_mRNA,Euteleostomi
268,XM_030028623.2,223781,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Accipitridae', 'Accipitrinae', 'Aquila', 'Aquila chrysaetos', 'Aquila chrysaetos chrysaetos']","PREDICTED: Aquila chrysaetos chrysaetos BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_030028623_2_PREDICTED_Aquila_chrysaetos_chrysaetos_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
269,XM_030048854.1,586833,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Holocentrimorphaceae', 'Holocentriformes', 'Holocentridae', 'Myripristinae', 'Myripristis', 'Myripristis murdjan']","PREDICTED: Myripristis murdjan BCL6 transcription repressor (bcl6), transcript variant X1, mRNA",XM_030048854_1_PREDICTED_Myripristis_murdjan_BCL6_transcription_repressor_bcl6_transcript_variant_X1_mRNA,Euteleostomi
270,XM_030082705.1,181472,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Blenniimorphae', 'Blenniiformes', 'Blennioidei', 'Blenniidae', 'Salariinae', 'Salarias', 'Salarias fasciatus']","PREDICTED: Salarias fasciatus BCL6 transcription repressor (bcl6), transcript variant X1, mRNA",XM_030082705_1_PREDICTED_Salarias_fasciatus_BCL6_transcription_repressor_bcl6_transcript_variant_X1_mRNA,Euteleostomi
271,XM_030131541.1,375764,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Gobiaria', 'Kurtiformes', 'Apogonoidei', 'Apogonidae', 'Apogoninae', 'Sphaeramia', 'Sphaeramia orbicularis']","PREDICTED: Sphaeramia orbicularis BCL6 transcription repressor (bcl6), transcript variant X1, mRNA",XM_030131541_1_PREDICTED_Sphaeramia_orbicularis_BCL6_transcription_repressor_bcl6_transcript_variant_X1_mRNA,Euteleostomi
272,XM_030217229.1,1415580,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amphibia', 'Gymnophiona', 'Siphonopidae', 'Microcaecilia', 'Microcaecilia unicolor']","PREDICTED: Microcaecilia unicolor BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_030217229_1_PREDICTED_Microcaecilia_unicolor_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
273,XM_030329048.1,61383,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Felinae', 'Lynx', 'Lynx canadensis']","PREDICTED: Lynx canadensis BCL6 transcription repressor (BCL6), mRNA",,Euteleostomi
274,XM_030372202.1,8049,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Paracanthopterygii', 'Zeiogadaria', 'Gadariae', 'Gadiformes', 'Gadoidei', 'Gadidae', 'Gadus', 'Gadus morhua']","PREDICTED: Gadus morhua B-cell lymphoma 6 protein homolog (LOC115555377), mRNA",,Euteleostomi
275,XM_030434266.1,8175,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Spariformes', 'Sparidae', 'Sparus', 'Sparus aurata']","PREDICTED: Sparus aurata BCL6 transcription repressor (bcl6), transcript variant X1, mRNA",XM_030434266_1_PREDICTED_Sparus_aurata_BCL6_transcription_repressor_bcl6_transcript_variant_X1_mRNA,Euteleostomi
276,XM_030493774.1,2489341,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Psittaciformes', 'Psittacidae', 'Strigops', 'Strigops habroptila']","PREDICTED: Strigops habroptila BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_030493774_1_PREDICTED_Strigops_habroptila_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
277,XM_030575506.1,1825980,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Testudinidae', 'Gopherus', 'Gopherus evgoodei']","PREDICTED: Gopherus evgoodei BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_030575506_1_PREDICTED_Gopherus_evgoodei_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
278,XM_030727902.1,63155,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'New World cichlids', 'Cichlasomatinae', 'Heroini', 'Archocentrus', 'Archocentrus centrarchus']","PREDICTED: Archocentrus centrarchus B-cell lymphoma 6 protein homolog (LOC115779305), mRNA",,Euteleostomi
279,XM_030791273.1,29144,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Otomorpha', 'Ostariophysi', 'Anotophysi', 'Gonorynchiformes', 'Chanoidei', 'Chanidae', 'Chanos', 'Chanos chanos']","PREDICTED: Chanos chanos BCL6 transcription repressor (bcl6), mRNA",XM_030791273_1_PREDICTED_Chanos_chanos_BCL6_transcription_repressor_bcl6_mRNA,Euteleostomi
280,XM_030860993.2,9731,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Odontoceti', 'Delphinidae', 'Globicephala', 'Globicephala melas']","PREDICTED: Globicephala melas BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_030860993_2_PREDICTED_Globicephala_melas_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
281,XM_030954612.1,87175,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Thraupidae', 'Camarhynchus', 'Camarhynchus parvulus']","PREDICTED: Camarhynchus parvulus BCL6 transcription repressor (BCL6), mRNA",XM_030954612_1_PREDICTED_Camarhynchus_parvulus_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
282,XM_031363528.1,35658,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Mastomys', 'Mastomys coucha']","PREDICTED: Mastomys coucha BCL6 transcription repressor (Bcl6), transcript variant X1, mRNA",XM_031363528_1_PREDICTED_Mastomys_coucha_BCL6_transcription_repressor_Bcl6_transcript_variant_X1_mRNA,Euteleostomi
283,XM_031603433.1,9054,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Galliformes', 'Phasianidae', 'Phasianinae', 'Phasianus', 'Phasianus colchicus']","PREDICTED: Phasianus colchicus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_031603433_1_PREDICTED_Phasianus_colchicus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
284,XM_032119623.1,1196302,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Corvidae', 'Corvus', 'Corvus moneduloides']","PREDICTED: Corvus moneduloides BCL6 transcription repressor (BCL6), mRNA",XM_032119623_1_PREDICTED_Corvus_moneduloides_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
285,XM_032171886.2,81572,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Simiiformes', 'Catarrhini', 'Hominoidea', 'Hylobatidae', 'Hylobates', 'Hylobates moloch']","PREDICTED: Hylobates moloch BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_032171886_2_PREDICTED_Hylobates_moloch_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
286,XM_032193365.1,219594,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Anseriformes', 'Anatidae', 'Aythyinae', 'Aythya', 'Aythya fuligula']","PREDICTED: Aythya fuligula BCL6 transcription repressor (BCL6), mRNA",XM_032193365_1_PREDICTED_Aythya_fuligula_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
287,XM_032298276.1,9515,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Simiiformes', 'Platyrrhini', 'Cebidae', 'Cebinae', 'Sapajus', 'Sapajus apella']","PREDICTED: Sapajus apella BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_032298276_1_PREDICTED_Sapajus_apella_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
288,XM_032337960.1,36723,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Musteloidea', 'Mustelidae', 'Mustelinae', 'Mustela', 'Mustela erminea']","PREDICTED: Mustela erminea BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_032337960_1_PREDICTED_Mustela_erminea_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
289,XM_032406925.1,9720,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Pinnipedia', 'Phocidae', 'Phoca', 'Phoca vitulina']","PREDICTED: Phoca vitulina BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_032406925_1_PREDICTED_Phoca_vitulina_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
290,XM_032526238.1,54343,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Eupercaria', 'Perciformes', 'Percoidei', 'Percidae', 'Etheostomatinae', 'Etheostoma', 'Oligocephalus', 'Etheostoma spectabile']","PREDICTED: Etheostoma spectabile BCL6 transcription repressor (bcl6), transcript variant X1, mRNA",XM_032526238_1_PREDICTED_Etheostoma_spectabile_BCL6_transcription_repressor_bcl6_transcript_variant_X1_mRNA,Euteleostomi
291,XM_032572011.1,8084,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Atherinomorphae', 'Cyprinodontiformes', 'Cyprinodontoidei', 'Poeciliidae', 'Poeciliinae', 'Xiphophorus', 'Xiphophorus hellerii']","PREDICTED: Xiphophorus hellerii BCL6 transcription repressor (bcl6), transcript variant X1, mRNA",XM_032572011_1_PREDICTED_Xiphophorus_hellerii_BCL6_transcription_repressor_bcl6_transcript_variant_X1_mRNA,Euteleostomi
292,XM_032629847.1,42100,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Odontoceti', 'Phocoenidae', 'Phocoena', 'Phocoena sinus']","PREDICTED: Phocoena sinus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_032629847_1_PREDICTED_Phocoena_sinus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
293,XM_032697882.1,296741,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Pipridae', 'Chiroxiphia', 'Chiroxiphia lanceolata']","PREDICTED: Chiroxiphia lanceolata BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_032697882_1_PREDICTED_Chiroxiphia_lanceolata_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
294,XM_032777303.1,106734,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Testudinidae', 'Chelonoidis', 'Chelonoidis nigra species complex', 'Chelonoidis abingdonii']","PREDICTED: Chelonoidis abingdonii BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_032777303_1_PREDICTED_Chelonoidis_abingdonii_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
